id,title,grade,gradeVer,gender,ageRange/0,ageRange/1,text,servFreq,riskName,general,tool/0,tool/1,tool/2,riskText,rationale,tool/3,tool/4
147,Bacterial Vaginosis in Pregnancy: Screening -- Asymptomatic pregnant women at low risk for preterm delivery,D,1,female,11,49,The USPSTF recommends against screening for bacterial vaginosis in asymptomatic pregnant women at low risk for preterm delivery.,None,Pregnant,83,104,None,0,None,None,None,None
127,"Blood Lead Levels: Screening -- Children 1-5, Average Risk",D,0,men and women,1,5,The USPSTF recommends against routine screening for elevated blood lead levels (BLLs) in asymptomatic children aged 1 to 5 years who are at average risk.,None,None,65,100,None,0,None,None,None,None
128,Blood Lead Levels: Screening -- Pregnant Women,D,0,female,11,49,The USPSTF recommends against routine screening for elevated blood lead levels (BLLs) in asymptomatic pregnant women.,None,Pregnant,65,None,None,0,"Risk factors for increased BLLs in children and adults include minority race/ethnicity; urban residence; low income; low educational attainment; older (pre-1950) housing; recent or ongoing home renovation or remodeling; pica exposure; use of ethnic remedies, certain cosmetics, and exposure to lead-glazed pottery; occupational and paraoccupational exposures; and recent immigration. ",None,None,None
251,Breast Cancer: Preventive Medications -- Women Not at Increased Risk,D,1,female,35,100,"The USPSTF recommends against the routine use of medications, such as tamoxifen or raloxifene, for risk reduction of primary breast cancer in women who are not at increased risk for breast cancer.&nbsp;",None,Other,133,200,201,0,"Assessment of Breast Cancer Risk
If a family history of breast cancer or a personal history of breast biopsy is found during the usual patient assessment, clinicians may consider further evaluation using a breast cancer risk assessment tool. Risk assessment tools specifically for family history of breast cancer are available elsewhere (www.uspreventiveservicestaskforce.org). The National Cancer Institute has developed a Breast Cancer Risk Assessment Tool (available at www.cancer.gov/bcrisktool) that is based on the Gail model and estimates the 5-year incidence of invasive breast cancer in women on the basis of characteristics entered into a risk calculator. This tool helps identify women who may be at increased risk for the disease. Other risk assessment models have been developed by the Breast Cancer Surveillance Consortium (BCSC), Rosner and Colditz, Chlebowski, Tyrer and Cuzick, and others. Examples of risk factors elicited by risk assessment tools include patient age, race or ethnicity, age at menarche, age at first live childbirth, personal history of DCIS or LCIS, number of first-degree relatives with breast cancer, personal history of breast biopsy, body mass index, menopause status or age, breast density, estrogen and progestin use, smoking, alcohol use, physical activity, and diet. These models are not recommended for use in women with a personal history of breast cancer, a history of radiation treatment to the chest, or a possible family history of mutations in the BRCA1 or BRCA2 genes. Only a small fraction of women are at increased risk for breast cancer. Most who are at increased risk will not develop the disease, and most cases will arise in women who are not identified as being at increased risk. Risk assessment should be repeated when there is a significant change in breast cancer risk factors. There is no single cutoff for defining increased risk. Most clinical trials defined increased risk as a 5-year risk for invasive breast cancer of 1.66% or greater, as determined by the BCPT (Breast Cancer Prevention Trial). At this cutoff, however, many women would not have a net benefit from risk-reducing medications. Freedman and colleagues developed risk tables that incorporate the BCPT estimate of a woman's breast cancer risk as well as her age, race or ethnicity, and presence of uterus. On the basis of the Freedman risk&ndash;benefit tables for women aged 50 years or older (Figures 2 to 5), the USPSTF concludes that many women with an estimated 5-year breast cancer risk of 3% or greater are likely to have more benefit than harm from using tamoxifen or raloxifene, although the balance depends on age, race or ethnicity, the medication used, and whether the patient has a uterus.
Assessment of Risk for Adverse Effects
In general, women taking medications for breast cancer risk reduction are less likely to experience a VTE if they are younger and have no other predisposition to thromboembolic events. Women with a personal or family history of venous thromboembolism are at higher risk for these adverse effects. Women without a uterus are not at risk for tamoxifen-related endometrial cancer. Women with a uterus should have a baseline gynecologic examination prior to starting tamoxifen, with regular followup after the end of treatment.","Importance
Breast cancer is the most common nonskin cancer in women. An estimated 232,340 new cases will be diagnosed in 2013, and 39,620 women will die of the disease. In the United States, mortality rates are highest among African American women. Screening for breast cancer may allow for early detection but does not prevent the development of the disease.Tamoxifen and raloxifene are selective estrogen receptor modulators that have been shown in randomized, controlled trials to reduce the risk for estrogen receptor (ER)&ndash;positive breast cancer. They have been approved by the U.S. Food and Drug Administration (FDA) for this indication.
Assessment of Breast Cancer Risk Status
Important risk factors for breast cancer include increasing age, family history of breast or ovarian cancer (especially among first-degree relatives and onset before age 50 years), history of atypical hyperplasia or other nonmalignant high-risk breast lesions, previous breast biopsy, and extremely dense breast tissue. A history of these or other risk factors (see the Clinical Considerations) may prompt clinicians to conduct a formal breast cancer risk assessment.Available risk assessment models can accurately estimate the number of breast cancer cases that may arise in certain study populations, but their ability to accurately predict which women will (and will not) develop the disease is modest. Only a small fraction of women are at increased risk for breast cancer; moreover, only a subset of those women will derive benefit from risk-reducing medications.Information about the validity, feasibility, and effect of using risk assessment models to identify appropriate candidates for risk-reducing medications in primary care settings is limited.
Potential Benefits of Medications for Breast Cancer Risk Reduction
The USPSTF found adequate evidence that treatment with tamoxifen or raloxifene can significantly reduce the relative risk (RR) for invasive ER-positive breast cancer in postmenopausal women who are at increased risk for breast cancer. A systematic review of clinical trials found that tamoxifen and raloxifene reduced the incidence of invasive breast cancer by 7 to 9 events per 1000 women over 5 years and that tamoxifen reduced breast cancer incidence more than raloxifene (Table). Tamoxifen also reduces the incidence of invasive breast cancer in premenopausal women who are at increased risk for the disease. Women who are at increased risk for breast cancer are more likely to benefit from risk-reducing medications. In general, women with an estimated 5-year risk of 3% or greater are, on the basis of model estimates (Figures 2 to 5), more likely to benefit from tamoxifen or raloxifene. The USPSTF found that the benefits of tamoxifen and raloxifene for breast cancer risk reduction are no greater than small in women who are not at increased risk for the disease.In addition to breast cancer risk reduction, the USPSTF found adequate evidence that tamoxifen and raloxifene reduce the risk for nonvertebral or vertebral fractures, respectively, in postmenopausal women.
Potential Harms of Medications for Breast Cancer Risk Reduction
The USPSTF found adequate evidence that tamoxifen and raloxifene increase risk for venous thromboembolic events (VTEs) by 4 to 7 events per 1000 women over 5 years and that tamoxifen increases risk more than raloxifene (Table). The USPSTF found that potential harms from thromboembolic events are small to moderate, with increased potential for harms in older women.The USPSTF also found adequate evidence that tamoxifen but not raloxifene increases risk for endometrial cancer (4 more cases per 1000 women). Potential harms from tamoxifen-related endometrial cancer are small to moderate and depend on hysterectomy status and age. The potential risks for tamoxifen-related harms are higher in women older than 50 years and in women with a uterus. Tamoxifen may also increase the incidence of cataracts.Vasomotor symptoms (hot flashes) are a common adverse effect of both medications that is not typically classified as serious, but these symptoms may affect a patient's quality of life and willingness to use or adhere to these medications.
USPSTF Assessment
The USPSTF concludes with moderate certainty that there is a moderate net benefit from use of tamoxifen and raloxifene to reduce the incidence of invasive breast cancer in women who are at increased risk for the disease. The USPSTF concludes with moderate certainty that the potential harms of tamoxifen and raloxifene outweigh the potential benefits for breast cancer risk reduction in women who are not at increased risk for the disease.",None,None
351,Cardiovascular Disease Risk With Electrocardiography: Screening Adults at low risk of CVD events,D,1,men and women,18,100,The USPSTF recommends against screening with resting or exercise electrocardiography (ECG) to prevent cardiovascular disease (CVD) events in asymptomatic adults at low risk of CVD events.,None,None,194,317,318,0,None,None,None,None
274,Carotid Artery Stenosis:  Screening -- Adults,D,1,men and women,18,100,The USPSTF recommends against screening for asymptomatic carotid artery stenosis in the general adult population.,None,None,146,233,234,0,"The major risk factors for carotid artery stenosis include older age, male sex, hypertension, smoking, hypercholesterolemia, diabetes mellitus, and heart disease. Despite evidence on important risk factors, there are no externally validated, reliable methods to determine who is at increased risk for carotid artery stenosis or for stroke when carotid artery stenosis is present.","Importance
Stroke is a leading cause of death and disability in the United States. Although asymptomatic carotid artery stenosis is a risk factor for stroke, it causes a relatively small proportion of strokes.
Detection
The most feasible screening test for carotid artery stenosis (defined as 60% to 99% stenosis) is ultrasonography. Although adequate evidence indicates that this test has high sensitivity and specificity, in practice, ultrasonography yields many false-positive results in the general population, which has a low prevalence of carotid artery stenosis (approximately 0.5% to 1%). There are no externally validated, reliable tools that can determine who is at increased risk for carotid artery stenosis or for stroke when carotid artery stenosis is present. Adequate evidence indicates that the accuracy of screening by auscultation of the neck is poor.
Benefits of Detection and Early Intervention
There is no direct evidence on the benefits of screening for carotid artery stenosis. Adequate evidence indicates that in selected trial participants with asymptomatic carotid artery stenosis, carotid endarterectomy (CEA) performed by selected surgeons reduces the absolute incidence of all strokes or perioperative death by approximately 3.5% compared with (outdated) medical management. However, this difference is probably smaller with current optimal medical management. The magnitude of these benefits would be smaller in asymptomatic persons in the general population. For the general primary care population, the magnitude of benefit is small to none. There is no evidence that identification of asymptomatic carotid artery stenosis leads to any benefit from adding or increasing medication doses (beyond current standard medical therapy for cardiovascular disease prevention).
Harms of Detection and Early Intervention
Adequate evidence indicates that both the testing strategy for carotid artery stenosis and treatment with CEA can cause harms. Although screening with ultrasonography has few direct harms, all screening strategies, including those with or without confirmatory tests (that is, digital subtraction or magnetic resonance angiography), have imperfect sensitivity and specificity and could lead to unnecessary interventions and result in serious harms. In selected centers similar to those in the trials, CEA is associated with a 30-day stroke or mortality rate of approximately 2.4%; reported rates are as high as approximately 5% in low-volume centers and 6% in certain states. Myocardial infarctions are reported in 0.8% to 2.2% of patients after CEA. The 30-day stroke or mortality rate after carotid angioplasty and stenting (CAAS) is approximately 3.1% to 3.8%. The overall magnitude of harms of screening and subsequent treatment of asymptomatic carotid artery stenosis is small to moderate depending on patient population, surgeon, center volume, and geographic location.
USPSTF Assessment
The USPSTF concludes with moderate certainty that the harms of screening for asymptomatic carotid artery stenosis outweigh the benefits.",None,None
211,Cervical Cancer: Screening -- HPV testing in women younger than age 30 years,D,1,female,13,29,"The USPSTF recommends against screening for cervical cancer with HPV testing, alone or in combination with cytology, in women younger than age 30 years.",None,Age,113,51,153,150,None,None,None,None
208,Cervical Cancer: Screening -- Women Younger than 21,D,1,female,13,20,The USPSTF recommends against screening for cervical cancer in women younger than age 21 years.,None,Age,113,153,150,0,There is adequate evidence that screening women younger than age 21 years (regardless of sexual history) does not reduce cervical cancer incidence and mortality compared with beginning screening at age 21 years.,None,None,None
209,Cervical Cancer: Screening -- Women older than age 65 and who have had adequate prior screening,D,1,female,66,100,The USPSTF recommends against screening for&nbsp,cervical cancer in women older than age 65 years who have had adequate prior screening and are not otherwise at high risk for cervical cancer.,Age,,113,150,153,51,There is adequate evidence that screening women older than age 65 years who have had adequate prior screening and are not otherwise at high risk provides little to no benefits.,None,None
210,Cervical Cancer: Screening --Women who have had a hysterectomy,D,1,female,21,100,The USPSTF recommends against screening for cervical cancer in women who have had a hysterectomy with removal of the cervix and who do not have a history of a high-grade precancerous lesion (cervical intraepithelial neoplasia [CIN] grade 2 or 3) or cervical cancer.&nbsp,None,Age,,113,153,150,51,There is convincing evidence that continued screening after hysterectomy with removal of the cervix for indications other than a high-grade precancerous lesion or cervical cancer provides no benefits.,None,None
307,Chronic Obstructive Pulmonary Disease: Screening --Asymptomatic adults,D,1,men and women,18,100,The USPSTF recommends against screening for chronic obstructive pulmonary disease (COPD) in asymptomatic adults.,None,None,164,276,277,0,None,None,None,None
345,"Falls Prevention in Community-Dwelling Older Adults, Interventions --Adults 65 years or older",D,1,men and women,65,100,The USPSTF recommends against vitamin D supplementation to prevent falls in community-dwelling adults 65 years or older.,None,None,191,311,310,0,None,None,None,None
322,"Genital Herpes Infection: Serologic Screening --Asymptomatic adolescents and adults, including those who are pregnant",D,1,men and women,11,100,"The USPSTF recommends against routine serologic screening for genital herpes simplex virus (HSV) infection in asymptomatic adolescents and adults, including those who are pregnant.",None,None,175,286,None,0,None,None,None,None
334,Hormone Therapy in Postmenopausal Women : Preventive Medications --Postmenopausal women,D,1,female,50,100,The USPSTF recommends against the use of combined estrogen and progestin for the primary prevention of chronic conditions in postmenopausal women.,None,None,186,298,None,0,This recommendation statement applies to an average-risk population. Risk factors for a specific chronic condition or individual characteristics that affect the likelihood of experiencing a specific therapy-associated adverse event may cause a woman&rsquo,s net balance of benefits and harms to differ from that of the average population.,None,None
335,Hormone Therapy in Postmenopausal Women: Preventive Medications -- Postmenopausal women who have had a hysterectomy,D,1,female,50,100,The USPSTF recommends against the use of estrogen alone for the primary prevention of chronic conditions in postmenopausal women who have had a hysterectomy.,None,None,186,298,None,0,None,None,None,None
338,Ovarian Cancer: Screening --Asymptomatic women,D,1,female,45,100,"The USPSTF recommends against screening for ovarian cancer in asymptomatic women.
This recommendation applies to asymptomatic women who are not known to have a high-risk hereditary cancer syndrome.",None,None,189,176,306,0,None,None,None,None
83,"Pancreatic Cancer: Screening -- Adults, Asymptomatic",D,0,men and women,18,100,"The USPSTF recommends against routine screening for pancreatic cancer in asymptomatic adults using abdominal palpation, ultrasonography, or serologic markers. ",None,None,41,None,None,0,None,"The USPSTF found no evidence that screening for pancreatic cancer is effective in reducing mortality. There is a potential for significant harm due to the very low prevalence of pancreatic cancer, limited accuracy of available screening tests, the invasive nature of diagnostic tests, and the poor outcomes of treatment. As a result, the USPSTF concluded that the harms of screening for pancreatic cancer exceed any potential benefits.
",None,None
350,Prostate Cancer: Screening --Men 70 years and older,D,1,male,70,99,The USPSTF recommends against PSA-based screening for prostate cancer in men 70 years and older.,None,None,193,316,314,0,None,None,None,None
204,Testicular Cancer: Screening -- Adolescent and Adult Men,D,1,male,18,100,The USPSTF recommends against screening for testicular cancer in adolescent or adult males. ,None,None,110,141,142,0,None,None,None,None
328,Thyroid Cancer: Screening -- Adults,D,1,men and women,18,100,The USPSTF recommends against screening for thyroid cancer in asymptomatic adults. (D recommendation),None,None,181,293,None,0,None,None,None,None
348,"Vitamin D, Calcium, or Combined Supplementation for the Primary Prevention of Fractures in Community-Dwelling Adults: Preventive Medication --Postmenopausal women",D,1,female,40,100,"The USPSTF recommends against daily supplementation with 400 IU or less of vitamin D and 1000 mg or less of calcium for the primary prevention of fractures in community-dwelling, postmenopausal women.",None,None,192,312,313,0,None,None,None,None
261,Vitamin Supplements for the Prevention of Cardiovascular Disease and Cancer: &beta,D,1,men and women,50,100,100,The USPSTF recommends against the use of &beta,None,139,None,None,139,214,215,None,None
270,Abdominal Aortic Aneurysm:  Screening -- Men Ages 65 to 75 Year Who Have Never Smoked,C,1,male,65,75,"The USPSTF recommends that clinicians selectively offer screening for AAA in men ages 65 to 75 years who have never smoked rather than routinely screening all men in this group. Evidence indicates that the net benefit of screening all men ages 65 to 75 years who have never smoked is small. In determining whether this service is appropriate in individual cases, patients and clinicians should consider the balance of benefits and harms on the basis of evidence relevant to the patient's medical history, family history, other risk factors, and personal values.",None,None,145,231,232,0,"Despite the demonstrated benefits of screening for AAA in men overall, the lower prevalence of AAA in male never-smokers versus male ever-smokers suggests that clinicians should consider a patient's risk factors and the potential for harm before screening for AAA rather than routinely offering screening to all male never-smokers. Important risk factors for AAA include older age and a first-degree relative with an AAA; other risk factors include a history of other vascular aneurysms, coronary artery disease, cerebrovascular disease, atherosclerosis, hypercholesterolemia, obesity, and hypertension. Factors associated with a reduced risk for AAA include African American race, Hispanic ethnicity, and diabetes.","Importance
Abdominal aortic aneurysms are typically defined by an aortic diameter of 3.0 cm or larger. Population-based studies in adults older than 50 years have found that the prevalence of AAA is 3.9% to 7.2% in men and 1.0% to 1.3% in women. It is important to consider potential screening strategies for AAA because most AAAs are asymptomatic until they rupture. Although the risk for rupture varies greatly by aneurysm size, the associated risk for death is as high as 75% to 90%.
Detection
Evidence is adequate that ultrasonography is a safe and accurate screening test for AAA.
Benefits of Detection and Early Treatment
Men Ages 65 to 75 Years Who Have Ever Smoked
Four large, population-based, randomized, controlled trials (RCTs) show that invitation to one-time screening for AAA is associated with reduced AAA-specific mortality in men. This benefit begins 3 years after testing and persists up to 15 years. In addition, risk reduction for AAA rupture and emergency surgery persists up to 10 to 13 years.In the two highest-quality trials, the relative reduction in AAA-specific mortality after 13 years was 42% to 66%. In the largest trial, where prevalence of AAA was approximately 5% in the screened group, screening was associated with an absolute risk reduction in AAA death of 1.4 per 1,000 men.Abdominal aortic aneurysms are most prevalent in men who have ever smoked, occurring in approximately 6% to 7% of this population. This prevalence increases the importance of screening in these men because it maximizes the absolute benefit that could be achieved (that is, it improves the likelihood that men in this group will benefit from screening). Convincing evidence shows that one-time screening for AAA with ultrasonography results in a moderate benefit in men ages 65 to 75 years who have ever smoked.
Men Ages 65 to 75 Years Who Have Never Smoked
Screening men overall reduces AAA-specific death, rupture, and emergency surgery. However, the lower prevalence of AAA in men who have never smoked (approximately 2%)&nbsp;substantially reduces the absolute benefit (that is, it greatly lowers the probability that men in this group will benefit from screening). Adequate evidence shows that one-time screening for AAA with ultrasonography results in a small benefit in men ages 65 to 75 years who have never smoked.
Women Ages 65 to 75 Years Who Have Ever Smoked
Only one RCT on screening for AAA included women. It detected no difference in the rate of AAA rupture, AAA-specific mortality, or all-cause mortality between women invited for screening and the control group. However, the trial was ultimately underpowered to detect differences in health outcomes by sex; as such, the results do not rule out the possibility of a small benefit of screening in this population.Women age 70 years who have ever smoked have a relatively low prevalence of AAA (approximately 0.8% overall and about 2% for current smokers) (9). Evidence is inadequate to conclude whether one-time screening for AAA with ultrasonography is beneficial in women ages 65 to 75 years who have ever smoked.
Women Who Have Never Smoked
The prevalence of AAA in women who have never smoked is low (0.03% to 0.60% in women ages 50 to 79 years). The evidence also shows no apparent benefit of screening for AAA in women. The USPSTF therefore concludes that adequate evidence shows that the absolute benefit of one-time screening for AAA with ultrasonography in women who have never smoked can effectively be bounded at none or almost none.Harms of Detection and Early Treatment In the available trials, groups invited to screening were approximately twice as likely as control groups to have any AAA surgery within 3 to 5 years, predominantly driven by an increase in elective surgeries. More than 90% of AAAs identified by screening were below the 5.5-cm threshold for immediate repair. Detecting smaller AAAs generally leads to long-term (potentially lifelong) surveillance.A person's risk for death related to elective surgery for AAA is lower than that for death related to emergency surgery for AAA rupture. However, the increase in the overall rates of detection and surgery in the screening groups still potentially represents a harm. A proportion of AAAs will never rupture because they do not advance to conditions for the rupture to appear or because a person dies of a competing cause.The exact extent of overdiagnosis and overtreatment is difficult to estimate. One study from Massachusetts General Hospital reviewed 24,000 consecutive autopsies between 1952 and 1975 and found that 75% of the 473 patients who died with an undetected or unoperated AAA had a cause of death not related to the AAA (41% of AAAs were &gt;5.1 cm in diameter). Given that even elective treatment of AAA is associated with some risk for perioperative mortality, overtreatment is an important issue to consider when deciding whether to screen for this condition.One study reported that women had a higher risk for death related to AAA surgery than men; death rates of women and men were approximately 7% versus 5% for open repair and 2% versus 1% for endovascular repair, respectively. Evidence is limited and conflicting about the effect of screening for AAA on quality of life or psychological status (for example, anxiety). Convincing evidence shows that the harms associated with one-time screening for AAA with ultrasonography are at least small in all populations and potentially higher in women because of their higher risk for operative mortality.
USPSTF Assessment
The USPSTF concludes with high certainty that screening for AAA with ultrasonography in men ages 65 to 75 years who have ever smoked has a moderate net benefit.The USPSTF concludes with moderate certainty that screening for AAA with ultrasonography in men ages 65 to 75 years who have never smoked has a small net benefit.The USPSTF concludes that the evidence is insufficient to determine the balance of benefits and harms of screening for AAA in women ages 65 to 75 years who have ever smoked.The USPSTF concludes with moderate certainty that the harms of screening for AAA outweigh any potential benefits in women who have never smoked.",None,None
304,Aspirin Use to Prevent CVD and CRC: Preventive Medication --Adults aged 60 to 69 years with a &ge,C,1,men and women,60,69,"""The decision to initiate low-dose aspirin use for the primary prevention of CVD and CRC in adults aged 60 to 69 years who have a 10% or greater 10-year CVD risk should be an individual one. Persons who are not at increased risk for bleeding, have a life expectancy of at least 10 years, and are willing to take low-dose aspirin daily for at least 10 years are more likely to benefit. Persons who place a higher value on the potential benefits than the potential harms may choose to initiate low-dose aspirin.""69","The decision to initiate low-dose aspirin use for the primary prevention of CVD and CRC in adults aged 60 to 69 years who have a 10% or greater 10-year CVD risk should be an individual one. Persons who are not at increased risk for bleeding, have a life expectancy of at least 10 years, and are willing to take low-dose aspirin daily for at least 10 years are more likely to benefit. Persons who place a higher value on the potential benefits than the potential harms may choose to initiate low-dose aspirin.",Other,163,274,275,0,None,"Risk assessment for CVD should include ascertainment of the following risk factors: age, sex, race/ethnicity, total cholesterol level, high-density lipoprotein cholesterol level, systolic blood pressure, hypertension treatment, diabetes, and smoking. An online version of the ACC/AHA risk calculator can be found athttp://tools.acc.org/ASCVD-Risk-Estimator/.  Risk factors for gastrointestinal (GI) bleeding with aspirin use include higher dose and longer duration of use, history of GI ulcers or upper GI pain, bleeding disorders, renal failure, severe liver disease, and thrombocytopenia. Other factors that increase risk for GI or intracranial bleeding with low-dose aspirin use include concurrent anticoagulation or nonsteroidal anti-inflammatory drug (NSAID) use, uncontrolled hypertension, male sex, and older age.4,&nbsp;5  This recommendation applies to adults who are at increased CVD risk and at average risk for CRC. Persons who are at increased CVD risk and are known to be at increased risk for CRC (for example, persons with a family or personal history of CRC or familial adenomatous polyposis)6 should consult their health care provider.",None,None
295,Breast Cancer: Screening with Mammography-- Women aged 40 to 49 years,C,1,female,40,49,"The decision to start screening mammography in women prior to age 50 years should be an individual one. Women who place a higher value on the potential benefit than the potential harms may choose to begin biennial screening between the ages of 40 and 49 years. &bull;&nbsp;&nbsp; For women who are at average risk for breast cancer, most of the benefit of mammography results from biennial screening during ages 50 to 74 years. Of all of the age groups, women aged 60 to 69 years are most likely to avoid breast cancer death through mammography screening. While screening mammography in women aged 40 to 49 years may reduce the risk for breast cancer death, the number of deaths averted is smaller than that in older women and the number of false-positive results and unnecessary biopsies is larger. The balance of benefits and harms is likely to improve as women move from their early to late 40s. &bull;&nbsp;&nbsp; In addition to false-positive results and unnecessary biopsies, all women undergoing regular screening mammography are at risk for the diagnosis and treatment of noninvasive and invasive breast cancer that would otherwise not have become a threat to their health, or even apparent, during their lifetime (known as &ldquo;overdiagnosis&rdquo;). Beginning mammography screening at a younger age and screening more frequently may increase the risk for overdiagnosis and subsequent overtreatment. &bull;&nbsp;&nbsp; Women with a parent, sibling, or child with breast cancer are at higher risk for breast cancer and thus may benefit more than average-risk women from beginning screening in their 40s. Go to the&nbsp;Clinical Considerations section&nbsp;for information on implementation of the C recommendation. *The Department of Health and Human Services, in implementing the Affordable Care Act under the standard it sets out in revised Section 2713(a)(5) of the Public Health Service Act, utilizes the 2002 recommendation on breast cancer screening of the USPSTF. &nbsp;In 2015, Congress enacted separate legislation as part of the Comprehensive Omnibus Funding law that ensured this provision remains in effect. This recommendation states: The USPSTF recommends screening mammography, with or without clinical breast examination (CBE), every 1-2 years for women aged 40 and older (B recommendation). &nbsp;We provide this information here to help primary care providers understand the implications this may have on co-payments and coverage related to screening patients for breast cancer.",See Clinical Considerations,Age,159,263,266,0,"Advancing age is the most important risk factor for breast cancer in most women, but epidemiologic data from the BCSC suggest that having a first-degree relative with breast cancer is associated with an approximately 2-fold increased risk for breast cancer in women aged 40 to 49 years.2, 9 Further, the CISNET models suggest that for women with about a 2-fold increased risk for breast cancer, starting annual digital screening at age 40 years results in a similar harm-to-benefit ratio (based on number of false-positive results or overdiagnosed cases per 1000 breast cancer deaths avoided) as beginning biennial digital screening at age 50 years in average-risk women.7, 8 This approach has not been formally tested in a clinical trial; therefore, there is no direct evidence that it would result in net benefit similar to that of women aged 50 to 74 years. However, given the increased burden of disease and potential likelihood of benefit, women aged 40 to 49 years who have a known first-degree relative (parent, child, or sibling) with breast cancer may consider initiating screening earlier than age 50 years. Many other risk factors have been associated with breast cancer in epidemiologic studies, but most of these relationships are weak or inconsistent and would not likely influence how women value the tradeoffs of the potential benefits and harms of screening. Risk calculators, such as the National Cancer Institute&rsquo;s Breast Cancer Risk Assessment Tool (available at www.cancer.gov/BCRISKTOOL<a href=""http://www.uspreventiveservicestaskforce.org/Page/Name/exit-disclaimer"" title=""This link goes offsite.
Click to read the external link disclaimer"" class=""extLink"">This link goes offsite. Click to read the external link disclaimer), have good calibration between predicted and actual outcomes in groups of women but are not accurate at predicting an individual woman&rsquo;s risk for breast cancer.10",None,None,None
310,Colorectal Cancer: Screening --Adults aged 76 to 85 years,C,1,men and women,76,85,"The decision to screen for colorectal cancer in adults aged 76 to 85 years should be an individual one, taking into account the patient&rsquo;s overall health and prior screening history.

Adults in this age group who have never been screened for colorectal cancer are more likely to benefit.
Screening would be most appropriate among adults who 1) are healthy enough to undergo treatment if colorectal cancer is detected and 2) do not have comorbid conditions that would significantly limit their life expectancy
","Evidence from RCTs demonstrates that annual or biennial screening with gFOBT as well as 1-time and every 3- to 5-year flexible sigmoidoscopy reduces colorectal cancer deaths.1&nbsp;The CISNET models found that several screening strategies were estimated to yield comparable life-years gained (ie, life-years gained with the noncolonoscopy strategies were within 90% of those gained with the colonoscopy strategy) among adults aged 50 to 75 years and an efficient balance of benefits and harms (see the full CISNET report for more details2,&nbsp;12). These screening strategies include 1) annual screening with FIT, 2) screening every 10 years with flexible sigmoidoscopy and annual screening with FIT, 3) screening every 10 years with colonoscopy, and 4) screening every 5 years with CT colonography. The findings for CT colonography depend on the proxy measure used for the burden of screening (number of lifetime colonoscopies or lifetime cathartic bowel preparations). Two of the 3 CISNET models found that FIT-DNA screening every 3 years (as recommended by the manufacturer) was estimated to yield life-years gained less than 90% of the colonoscopy screening strategy (84% and 87%, respectively). Another way to conceptualize these findings is to note that CISNET modeling found that FIT-DNA screening every 3 years was estimated to provide about the same amount of benefit as screening with flexible sigmoidoscopy alone every 5 years (Figure).2The&nbsp;Table&nbsp;lists the various screening tests for colorectal cancer and notes potential frequency of use as well as additional considerations for each method. The&nbsp;Figure&nbsp;presents the estimated number of life-years gained, colorectal cancer deaths averted, lifetime colonoscopies required, and resulting complications per 1,000 screened adults aged 50 to 75 years for each of the screening strategies. These estimates are derived from modeling conducted by the Cancer Intervention and Surveillance Modeling Network (CISNET) to inform this recommendation.2,&nbsp;12",Age,166,None,None,0,"For the vast majority of adults, the most important risk factor for colorectal cancer is older age. Most cases of colorectal cancer occur among adults older than 50 years; the median age at diagnosis is 68 years.3A positive family history (excluding known inherited familial syndromes) is thought to be linked to about 20% of cases of colorectal cancer.1&nbsp;About 3% to 10% of the population has a first-degree relative with colorectal cancer.7&nbsp;The USPSTF did not specifically review the evidence on screening in populations at increased risk; however, other professional organizations recommend that patients with a family history of colorectal cancer (a first-degree relative with early-onset colorectal cancer or multiple first-degree relatives with the disease) be screened more frequently starting at a younger age, and with colonoscopy.8Male sex and black race are also associated with higher colorectal cancer incidence and mortality. Black adults have the highest incidence and mortality rates compared with other racial/ethnic subgroups.3&nbsp;The reasons for these disparities are not entirely clear. Studies have documented inequalities in screening, diagnostic follow-up, and treatment; they also suggest that equal treatment generally seems to produce equal outcomes.9-11&nbsp;Accordingly, this recommendation applies to all racial/ethnic groups, with the clear acknowledgement that efforts are needed to ensure that at-risk populations receive recommended screening, follow-up, and treatment.",None,None,None
344,Falls Prevention in Community-Dwelling Older Adults: Interventions --Adults 65 years or older,C,1,men and women,65,100,The USPSTF recommends that clinicians selectively offer multifactorial interventions to prevent falls to community-dwelling adults 65 years or older who are at increased risk for falls.,None,Other,191,309,310,0,At increased risk for falls.,None,None,None
330,Healthful Diet and Physical Activity: Behavioral Counseling -- Adults without obesity who do not have known cardiovascular disease risk factors,C,1,men and women,18,100,"The USPSTF recommends that primary care professionals individualize the decision to offer or refer adults without obesity who do not have hypertension, dyslipidemia, abnormal blood glucose levels, or diabetes to behavioral counseling to promote a healthful diet and physical activity. Existing evidence indicates a positive but small benefit of behavioral counseling for the prevention of cardiovascular disease (CVD) in this population. Persons who are interested and ready to make behavioral changes may be most likely to benefit from behavioral counseling.
&nbsp;
See the ""Useful Resources"" section for more information on how this recommendation fits into the USPSTF&rsquo;s suite of recommendations on CVD prevention.",See Clinical Considerations,Other,183,None,None,0,"common risk factors for CVD (hypertension, dyslipidemia, abnormal blood glucose levels, or diabetes)",None,None,None
